systime	kido	LPFed Kido	LPFedKido /1000
6448	516	189	0.189
6452	515	189	0.189
6456	516	189	0.189
6460	515	188	0.188
6464	516	188	0.188
6468	516	188	0.188
6472	516	188	0.188
6476	516	188	0.188
6480	516	188	0.188
6484	516	188	0.188
6488	516	188	0.188
6492	516	188	0.188
6496	516	188	0.188
6500	516	188	0.188
6504	516	188	0.188
6508	516	188	0.188
6512	515	188	0.188
6516	516	188	0.188
6520	515	187	0.187
6524	516	187	0.187
6528	515	187	0.187
6532	516	187	0.187
6536	516	187	0.187
6540	515	187	0.187
6544	515	186	0.186
6548	515	186	0.186
6552	515	185	0.185
6556	516	186	0.186
6560	515	185	0.185
6564	515	185	0.185
6568	515	185	0.185
6572	515	184	0.184
6576	515	184	0.184
6580	515	184	0.184
6584	515	184	0.184
6588	515	184	0.184
6592	516	184	0.184
6596	515	184	0.184
6600	515	184	0.184
6604	515	183	0.183
6608	515	183	0.183
6612	515	183	0.183
6616	516	184	0.184
6620	516	184	0.184
6624	516	185	0.185
6628	516	185	0.185
6632	516	185	0.185
6636	516	186	0.186
6640	516	186	0.186
6644	516	186	0.186
6648	516	187	0.187
6652	516	187	0.187
6656	516	187	0.187
6660	516	187	0.187
6664	516	187	0.187
6668	515	187	0.187
6672	516	187	0.187
6676	516	187	0.187
6680	516	187	0.187
6684	516	187	0.187
6688	516	188	0.188
6692	516	188	0.188
6696	516	188	0.188
6700	515	187	0.187
6704	516	187	0.187
6708	516	187	0.187
6712	516	188	0.188
6716	516	188	0.188
6720	516	188	0.188
6724	516	188	0.188
6728	516	188	0.188
6732	516	188	0.188
6736	516	188	0.188
6740	516	188	0.188
6744	516	188	0.188
6748	516	188	0.188
6752	516	188	0.188
6756	515	188	0.188
6760	516	188	0.188
6764	516	188	0.188
6768	516	188	0.188
6772	516	188	0.188
6776	516	188	0.188
6780	516	188	0.188
6784	516	188	0.188
6788	516	188	0.188
6792	516	188	0.188
6796	516	188	0.188
6800	516	188	0.188
6804	516	188	0.188
6808	516	188	0.188
6812	516	188	0.188
6816	516	188	0.188
6820	515	188	0.188
6824	515	187	0.187
6828	515	187	0.187
6832	515	186	0.186
6836	516	186	0.186
6840	515	186	0.186
6844	515	186	0.186
6848	515	185	0.185
6852	515	185	0.185
6856	515	185	0.185
6860	515	184	0.184
6864	515	184	0.184
6868	515	184	0.184
6872	515	184	0.184
6876	515	184	0.184
6880	515	183	0.183
6884	515	183	0.183
6888	515	183	0.183
6892	515	183	0.183
6896	515	183	0.183
6900	515	183	0.183
6904	515	183	0.183
6908	515	183	0.183
6912	515	183	0.183
6916	515	182	0.182
6920	515	182	0.182
6924	515	182	0.182
6928	515	182	0.182
6932	515	182	0.182
6936	515	182	0.182
6940	515	182	0.182
6944	516	183	0.183
6948	515	183	0.183
6952	515	183	0.183
6956	516	183	0.183
6960	515	183	0.183
6964	515	183	0.183
6968	515	183	0.183
6972	515	183	0.183
6976	515	183	0.183
6980	515	183	0.183
6984	515	183	0.183
6988	515	183	0.183
6992	515	182	0.182
6996	515	182	0.182
7000	515	182	0.182
7004	515	182	0.182
7008	516	183	0.183
7012	516	184	0.184
7016	516	184	0.184
7020	515	184	0.184
7024	515	184	0.184
7028	515	183	0.183
7032	515	183	0.183
7036	515	183	0.183
7040	515	183	0.183
7044	515	183	0.183
7048	515	183	0.183
7052	515	183	0.183
7056	515	183	0.183
7060	515	183	0.183
7064	515	183	0.183
7068	515	182	0.182
7072	515	182	0.182
7076	515	182	0.182
7080	515	182	0.182
7084	514	182	0.182
7088	515	182	0.182
7092	515	182	0.182
7096	515	182	0.182
7100	515	182	0.182
7104	515	182	0.182
7108	515	182	0.182
7112	515	182	0.182
7116	515	182	0.182
7120	515	182	0.182
7124	515	182	0.182
7128	515	182	0.182
7132	514	181	0.181
7136	515	181	0.181
7140	515	181	0.181
7144	515	181	0.181
7148	515	181	0.181
7152	515	181	0.181
7156	515	182	0.182
7160	514	181	0.181
7164	515	181	0.181
7168	515	181	0.181
7172	515	181	0.181
7176	514	181	0.181
7180	515	181	0.181
7184	515	181	0.181
7188	515	181	0.181
7192	515	181	0.181
7196	514	180	0.18
7200	515	181	0.181
7204	515	181	0.181
7208	515	181	0.181
7212	515	181	0.181
7216	515	181	0.181
7220	514	180	0.18
7224	515	181	0.181
7228	514	180	0.18
7232	514	180	0.18
7236	515	180	0.18
7240	514	179	0.179
7244	514	179	0.179
7248	514	179	0.179
7252	514	178	0.178
7256	515	179	0.179
7260	514	178	0.178
7264	514	178	0.178
7268	514	178	0.178
7272	515	178	0.178
7276	514	178	0.178
7280	514	178	0.178
7284	515	178	0.178
7288	514	178	0.178
7292	514	177	0.177
7296	514	177	0.177
7300	514	177	0.177
7304	514	177	0.177
7308	514	177	0.177
7312	514	177	0.177
7316	514	176	0.176
7320	514	176	0.176
7324	514	176	0.176
7328	514	176	0.176
7332	514	176	0.176
7336	514	176	0.176
7340	514	176	0.176
7344	515	176	0.176
7348	515	177	0.177
7352	515	177	0.177
7356	516	179	0.179
7360	516	180	0.18
7364	517	181	0.181
7368	517	183	0.183
7372	518	185	0.185
7376	519	187	0.187
7380	519	189	0.189
7384	520	192	0.192
7388	521	195	0.195
7392	522	198	0.198
7396	523	202	0.202
7400	524	206	0.206
7404	525	211	0.211
7408	526	215	0.215
7412	527	220	0.22
7416	528	225	0.225
7420	532	232	0.232
7424	533	239	0.239
7428	535	247	0.247
7432	539	257	0.257
7436	541	267	0.267
7440	543	277	0.277
7444	548	290	0.29
7448	550	303	0.303
7452	553	316	0.316
7456	559	333	0.333
7460	563	350	0.35
7464	567	368	0.368
7468	577	392	0.392
7472	583	417	0.417
7476	593	446	0.446
7480	598	476	0.476
7484	605	507	0.507
7488	617	543	0.543
7492	624	581	0.581
7496	629	618	0.618
7500	639	658	0.658
7504	642	696	0.696
7508	644	732	0.732
7512	643	764	0.764
7516	640	790	0.79
7520	636	811	0.811
7524	628	824	0.824
7528	623	833	0.833
7532	618	838	0.838
7536	608	835	0.835
7540	603	829	0.829
7544	598	820	0.82
7548	589	807	0.807
7552	585	791	0.791
7556	577	772	0.772
7560	574	753	0.753
7564	571	734	0.734
7568	566	713	0.713
7572	564	693	0.693
7576	563	674	0.674
7580	560	656	0.656
7584	559	638	0.638
7588	558	621	0.621
7592	557	606	0.606
7596	557	592	0.592
7600	557	579	0.579
7604	557	568	0.568
7608	556	557	0.557
7612	558	549	0.549
7616	558	541	0.541
7620	558	534	0.534
7624	559	529	0.529
7628	559	524	0.524
7632	559	519	0.519
7636	559	515	0.515
7640	560	512	0.512
7644	560	510	0.51
7648	560	507	0.507
7652	560	505	0.505
7656	560	503	0.503
7660	560	502	0.502
7664	560	500	0.5
7668	559	498	0.498
7672	560	497	0.497
7676	560	496	0.496
7680	559	494	0.494
7684	559	493	0.493
7688	559	491	0.491
7692	559	490	0.49
7696	558	488	0.488
7700	558	487	0.487
7704	557	485	0.485
7708	557	483	0.483
7712	556	480	0.48
7716	555	477	0.477
7720	554	474	0.474
7724	554	471	0.471
7728	552	467	0.467
7732	552	464	0.464
7736	550	459	0.459
7740	549	455	0.455
7744	548	450	0.45
7748	546	444	0.444
7752	545	438	0.438
7756	544	432	0.432
7760	542	425	0.425
7764	541	418	0.418
7768	540	412	0.412
7772	538	404	0.404
7776	536	396	0.396
7780	535	388	0.388
7784	532	379	0.379
7788	530	370	0.37
7792	529	360	0.36
7796	525	349	0.349
7800	523	338	0.338
7804	519	325	0.325
7808	517	312	0.312
7812	514	298	0.298
7816	510	283	0.283
7820	507	268	0.268
7824	505	252	0.252
7828	499	235	0.235
7832	497	217	0.217
7836	495	200	0.2
7840	490	181	0.181
7844	488	163	0.163
7848	486	145	0.145
7852	484	128	0.128
7856	483	112	0.112
7860	482	97	0.097
7864	482	83	0.083
7868	482	70	0.07
7872	483	60	0.06
7876	483	51	0.051
7880	484	43	0.043
7884	485	36	0.036
7888	486	31	0.031
7892	488	28	0.028
7896	487	25	0.025
7900	488	22	0.022
7904	489	21	0.021
7908	489	19	0.019
7912	489	18	0.018
7916	489	17	0.017
7920	488	15	0.015
7924	489	14	0.014
7928	487	12	0.012
7932	487	10	0.01
7936	486	8	0.008
7940	486	5	0.005
7944	485	3	0.003
7948	485	0	0
7952	484	-1	-0.001
7956	484	-4	-0.004
7960	483	-7	-0.007
7964	483	-9	-0.009
7968	483	-12	-0.012
7972	483	-14	-0.014
7976	483	-16	-0.016
7980	483	-18	-0.018
7984	483	-19	-0.019
7988	483	-21	-0.021
7992	483	-22	-0.022
7996	483	-23	-0.023
8000	483	-24	-0.024
8004	483	-25	-0.025
8008	483	-26	-0.026
8012	484	-26	-0.026
8016	484	-26	-0.026
8020	484	-26	-0.026
8024	484	-26	-0.026
8028	483	-27	-0.027
8032	484	-27	-0.027
8036	484	-27	-0.027
8040	484	-27	-0.027
8044	484	-27	-0.027
8048	484	-27	-0.027
8052	484	-27	-0.027
8056	484	-27	-0.027
8060	484	-27	-0.027
8064	484	-27	-0.027
8068	483	-27	-0.027
8072	483	-28	-0.028
8076	483	-28	-0.028
8080	483	-29	-0.029
8084	483	-29	-0.029
8088	483	-30	-0.03
8092	482	-31	-0.031
8096	483	-31	-0.031
8100	483	-31	-0.031
8104	483	-31	-0.031
8108	483	-32	-0.032
8112	483	-32	-0.032
8116	483	-32	-0.032
8120	483	-32	-0.032
8124	483	-32	-0.032
8128	483	-32	-0.032
8132	483	-32	-0.032
8136	482	-33	-0.033
8140	482	-34	-0.034
8144	482	-34	-0.034
8148	482	-35	-0.035
8152	482	-36	-0.036
8156	482	-36	-0.036
8160	482	-36	-0.036
8164	482	-37	-0.037
8168	482	-37	-0.037
8172	482	-37	-0.037
8176	482	-38	-0.038
8180	482	-38	-0.038
8184	482	-38	-0.038
8188	482	-38	-0.038
8192	482	-38	-0.038
8196	482	-39	-0.039
8200	483	-38	-0.038
8204	483	-38	-0.038
8208	483	-37	-0.037
8212	483	-37	-0.037
8216	483	-36	-0.036
8220	483	-36	-0.036
8224	483	-36	-0.036
8228	483	-36	-0.036
8232	484	-35	-0.035
8236	483	-35	-0.035
8240	483	-34	-0.034
8244	484	-34	-0.034
8248	483	-34	-0.034
8252	484	-33	-0.033
8256	484	-32	-0.032
8260	484	-32	-0.032
8264	484	-31	-0.031
8268	483	-31	-0.031
8272	484	-31	-0.031
8276	483	-31	-0.031
8280	483	-31	-0.031
8284	483	-32	-0.032
8288	483	-32	-0.032
8292	483	-32	-0.032
8296	483	-32	-0.032
8300	483	-32	-0.032
8304	483	-32	-0.032
8308	483	-32	-0.032
8312	484	-32	-0.032
8316	484	-31	-0.031
8320	484	-31	-0.031
8324	483	-31	-0.031
8328	483	-31	-0.031
8332	484	-31	-0.031
8336	484	-30	-0.03
8340	484	-30	-0.03
8344	484	-30	-0.03
8348	484	-29	-0.029
8352	485	-28	-0.028
8356	485	-28	-0.028
8360	485	-27	-0.027
8364	485	-26	-0.026
8368	485	-25	-0.025
8372	485	-25	-0.025
8376	485	-24	-0.024
8380	485	-24	-0.024
8384	486	-23	-0.023
8388	484	-23	-0.023
8392	485	-23	-0.023
8396	485	-23	-0.023
8400	485	-22	-0.022
8404	485	-22	-0.022
8408	485	-22	-0.022
8412	485	-22	-0.022
8416	485	-21	-0.021
8420	485	-21	-0.021
8424	485	-21	-0.021
8428	485	-21	-0.021
8432	485	-21	-0.021
8436	486	-20	-0.02
8440	486	-19	-0.019
8444	486	-19	-0.019
8448	486	-18	-0.018
8452	486	-18	-0.018
8456	486	-17	-0.017
8460	486	-17	-0.017
8464	487	-16	-0.016
8468	487	-15	-0.015
8472	487	-14	-0.014
8476	487	-13	-0.013
8480	487	-12	-0.012
8484	487	-12	-0.012
8488	488	-11	-0.011
8492	487	-10	-0.01
8496	487	-10	-0.01
8500	487	-9	-0.009
8504	487	-9	-0.009
8508	487	-9	-0.009
8512	487	-9	-0.009
8516	487	-8	-0.008
8520	487	-8	-0.008
8524	487	-8	-0.008
8528	487	-8	-0.008
8532	487	-8	-0.008
8536	487	-7	-0.007
8540	487	-7	-0.007
8544	488	-7	-0.007
8548	488	-6	-0.006
8552	488	-5	-0.005
8556	488	-5	-0.005
8560	488	-4	-0.004
8564	487	-4	-0.004
8568	488	-4	-0.004
8572	488	-3	-0.003
8576	488	-3	-0.003
8580	488	-3	-0.003
8584	488	-2	-0.002
8588	488	-2	-0.002
8592	488	-2	-0.002
8596	488	-2	-0.002
8600	488	-1	-0.001
8604	488	-1	-0.001
8608	488	-1	-0.001
8612	488	-1	-0.001
8616	488	-1	-0.001
8620	488	-1	-0.001
8624	488	-1	-0.001
8628	488	0	0
8632	488	0	0
8636	488	0	0
8640	488	0	0
8644	489	0	0
8648	489	0	0
8652	489	1	0.001
8656	489	1	0.001
8660	489	2	0.002
8664	489	2	0.002
8668	489	3	0.003
8672	489	3	0.003
8676	490	4	0.004
8680	490	5	0.005
8684	490	6	0.006
8688	490	6	0.006
8692	490	7	0.007
8696	490	8	0.008
8700	490	8	0.008
8704	489	8	0.008
8708	489	8	0.008
8712	490	8	0.008
8716	489	8	0.008
8720	489	8	0.008
8724	489	8	0.008
8728	489	8	0.008
8732	489	8	0.008
8736	489	7	0.007
8740	489	7	0.007
8744	490	8	0.008
8748	489	8	0.008
8752	489	8	0.008
8756	490	8	0.008
8760	490	9	0.009
8764	490	9	0.009
8768	489	9	0.009
8772	489	9	0.009
8776	489	8	0.008
8780	490	9	0.009
8784	490	9	0.009
8788	490	10	0.01
8792	490	10	0.01
8796	490	10	0.01
8800	490	10	0.01
8804	491	11	0.011
8808	491	12	0.012
8812	491	13	0.013
8816	491	14	0.014
8820	491	14	0.014
8824	491	15	0.015
8828	491	15	0.015
8832	491	16	0.016
8836	491	16	0.016
8840	491	17	0.017
8844	491	17	0.017
8848	491	17	0.017
8852	491	17	0.017
8856	491	18	0.018
8860	491	18	0.018
8864	491	18	0.018
8868	491	18	0.018
8872	491	18	0.018
8876	491	19	0.019
8880	492	19	0.019
8884	492	20	0.02
8888	492	21	0.021
8892	492	21	0.021
8896	492	22	0.022
8900	493	23	0.023
8904	493	24	0.024
8908	493	25	0.025
8912	495	27	0.027
8916	495	29	0.029
8920	495	31	0.031
8924	497	34	0.034
8928	497	36	0.036
8932	498	40	0.04
8936	498	42	0.042
8940	500	46	0.046
8944	500	50	0.05
8948	501	53	0.053
8952	502	57	0.057
8956	502	61	0.061
8960	504	66	0.066
8964	504	70	0.07
8968	505	74	0.074
8972	506	79	0.079
8976	507	84	0.084
8980	507	88	0.088
8984	509	94	0.094
8988	510	99	0.099
8992	510	104	0.104
8996	512	110	0.11
9000	513	116	0.116
9004	515	122	0.122
9008	515	128	0.128
9012	516	134	0.134
9016	518	141	0.141
9020	518	147	0.147
9024	518	153	0.153
9028	521	160	0.16
9032	522	167	0.167
9036	522	173	0.173
9040	525	181	0.181
9044	526	188	0.188
9048	527	196	0.196
9052	529	204	0.204
9056	530	212	0.212
9060	531	219	0.219
9064	532	227	0.227
9068	534	236	0.236
9072	536	244	0.244
9076	537	253	0.253
9080	538	261	0.261
9084	540	270	0.27
9088	541	279	0.279
9092	542	288	0.288
9096	544	297	0.297
9100	546	306	0.306
9104	547	315	0.315
9108	549	325	0.325
9112	551	335	0.335
9116	553	345	0.345
9120	554	355	0.355
9124	556	366	0.366
9128	558	376	0.376
9132	559	387	0.387
9136	559	396	0.396
9140	564	408	0.408
9144	565	419	0.419
9148	566	430	0.43
9152	569	441	0.441
9156	571	453	0.453
9160	572	465	0.465
9164	575	477	0.477
9168	576	489	0.489
9172	578	501	0.501
9176	581	513	0.513
9180	582	525	0.525
9184	583	537	0.537
9188	586	549	0.549
9192	587	561	0.561
9196	590	574	0.574
9200	591	586	0.586
9204	592	598	0.598
9208	595	610	0.61
9212	597	623	0.623
9216	597	634	0.634
9220	601	647	0.647
9224	603	660	0.66
9228	604	672	0.672
9232	608	686	0.686
9236	609	699	0.699
9240	612	713	0.713
9244	613	726	0.726
9248	614	739	0.739
9252	618	753	0.753
9256	619	766	0.766
9260	621	779	0.779
9264	624	793	0.793
9268	625	806	0.806
9272	627	819	0.819
9276	629	833	0.833
9280	630	845	0.845
9284	632	858	0.858
9288	634	871	0.871
9292	635	883	0.883
9296	636	895	0.895
9300	637	906	0.906
9304	637	916	0.916
9308	639	926	0.926
9312	640	936	0.936
9316	640	945	0.945
9320	641	954	0.954
9324	642	963	0.963
9328	642	970	0.97
9332	643	978	0.978
9336	643	985	0.985
9340	643	991	0.991
9344	644	997	0.997
9348	644	1003	1.003
9352	645	1009	1.009
9356	645	1014	1.014
9360	644	1018	1.018
9364	645	1022	1.022
9368	645	1026	1.026
9372	645	1029	1.029
9376	645	1032	1.032
9380	645	1035	1.035
9384	646	1038	1.038
9388	645	1041	1.041
9392	646	1043	1.043
9396	645	1045	1.045
9400	645	1046	1.046
9404	646	1049	1.049
9408	645	1050	1.05
9412	645	1051	1.051
9416	644	1051	1.051
9420	645	1052	1.052
9424	645	1053	1.053
9428	645	1054	1.054
9432	645	1054	1.054
9436	644	1054	1.054
9440	643	1053	1.053
9444	643	1053	1.053
9448	642	1051	1.051
9452	641	1050	1.05
9456	639	1047	1.047
9460	637	1043	1.043
9464	636	1038	1.038
9468	633	1032	1.032
9472	631	1026	1.026
9476	627	1017	1.017
9480	625	1008	1.008
9484	623	998	0.998
9488	619	987	0.987
9492	617	975	0.975
9496	615	964	0.964
9500	611	950	0.95
9504	609	937	0.937
9508	607	924	0.924
9512	603	909	0.909
9516	601	894	0.894
9520	598	879	0.879
9524	594	863	0.863
9528	592	847	0.847
9532	588	830	0.83
9536	586	813	0.813
9540	583	796	0.796
9544	580	778	0.778
9548	579	762	0.762
9552	577	746	0.746
9556	574	729	0.729
9560	572	713	0.713
9564	571	698	0.698
9568	567	681	0.681
9572	565	665	0.665
9576	562	649	0.649
9580	560	632	0.632
9584	558	616	0.616
9588	554	599	0.599
9592	553	583	0.583
9596	550	567	0.567
9600	548	551	0.551
9604	547	535	0.535
9608	545	520	0.52
9612	543	505	0.505
9616	541	491	0.491
9620	539	476	0.476
9624	537	461	0.461
9628	535	447	0.447
9632	532	432	0.432
9636	531	418	0.418
9640	529	404	0.404
9644	527	390	0.39
9648	526	376	0.376
9652	525	364	0.364
9656	522	350	0.35
9660	521	337	0.337
9664	520	325	0.325
9668	517	312	0.312
9672	516	300	0.3
9676	514	287	0.287
9680	512	275	0.275
9684	511	263	0.263
9688	509	251	0.251
9692	509	240	0.24
9696	508	229	0.229
9700	506	218	0.218
9704	505	208	0.208
9708	505	199	0.199
9712	504	190	0.19
9716	503	181	0.181
9720	502	172	0.172
9724	501	164	0.164
9728	500	155	0.155
9732	499	147	0.147
9736	498	139	0.139
9740	498	132	0.132
9744	497	125	0.125
9748	496	118	0.118
9752	496	111	0.111
9756	495	105	0.105
9760	495	99	0.099
9764	495	94	0.094
9768	494	88	0.088
9772	494	84	0.084
9776	493	79	0.079
9780	493	74	0.074
9784	493	70	0.07
9788	492	66	0.066
9792	492	62	0.062
9796	490	57	0.057
9800	491	53	0.053
9804	491	50	0.05
9808	491	47	0.047
9812	491	44	0.044
9816	490	41	0.041
9820	490	38	0.038
9824	490	36	0.036
9828	490	33	0.033
9832	490	31	0.031
9836	489	29	0.029
9840	489	27	0.027
9844	489	25	0.025
9848	489	23	0.023
9852	489	21	0.021
9856	489	20	0.02
9860	489	18	0.018
9864	489	17	0.017
9868	489	16	0.016
9872	489	15	0.015
9876	489	14	0.014
9880	489	13	0.013
9884	489	13	0.013
9888	489	12	0.012
9892	490	12	0.012
9896	490	12	0.012
9900	490	12	0.012
9904	489	12	0.012
9908	489	11	0.011
9912	489	11	0.011
9916	489	10	0.01
9920	489	10	0.01
9924	489	9	0.009
9928	489	9	0.009
9932	488	8	0.008
9936	489	8	0.008
9940	489	8	0.008
9944	489	8	0.008
9948	489	8	0.008
9952	489	7	0.007
9956	489	7	0.007
9960	488	6	0.006
9964	489	6	0.006
9968	488	6	0.006
9972	488	5	0.005
9976	488	5	0.005
9980	489	5	0.005
9984	489	5	0.005
9988	489	5	0.005
9992	489	5	0.005
9996	489	5	0.005
10000	489	5	0.005
